"seqno","organizer","tel","extension","mobile telephone","zipcode","district","hosp_addr","type","location","mon_stime","mon_dtime","tue_stime","tue_dtime","wed_stime","wed_dtime","thu_stime","thu_dtime","fri_stime","fri_dtime","sat_stime","sat_dtime","sun_stime","sun_dtime","remark","date","battery expiration date","electrical pads expiration date"
"8840","新北市政府警察局新店分局闊瀨派出所","02-26657041","","","232","坪林區","新北市坪林區漁光里坪雙路3段6號","其他","闊瀨派出所1樓辦公室","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","2021-12-20 19:57:12","2014-07-17","",""
"43461","新北市立圖書館坪林分館","0226657499","","","232","坪林區","新北市坪林區國中路3號","大型休閒場所","圖書館一樓","08:30:00","17:00:00","08:30:00","17:00:00","08:30:00","17:00:00","08:30:00","17:00:00","08:30:00","17:00:00","08:30:00","17:00:00","08:30:00","17:00:00","2024-06-27 15:17:22","2025-01-02","2023-07-01","2024-09-18"
"11644","新北市坪林遊客中心","02-26658020","","","232","坪林區","新北市坪林區北宜路八段67號","其他","一樓大門入口右側","09:00:00","17:00:00","09:00:00","17:00:00","09:00:00","17:00:00","09:00:00","17:00:00","09:00:00","17:00:00","09:00:00","17:00:00","09:00:00","17:00:00","2021-12-20 19:57:59","2017-04-06","2027-11-30","2026-06-30"
"8812","新北市政府警察局新店分局石嘈派出所","06:00-18:00  02-26656343","","","232","坪林區","新北市坪林區北宜路9段6號","其他","新北市政府警察局新店分局石嘈派出所","06:00:00","18:00:00","06:00:00","18:00:00","06:00:00","18:00:00","06:00:00","18:00:00","06:00:00","18:00:00","06:00:00","18:00:00","06:00:00","18:00:00","2021-12-20 19:58:23","2020-05-28","2026-07-30","2026-06-18"
"8310","坪林區清潔隊","2665-7000","","","232","坪林區","新北市坪林區坪林區北宜路8段558號","其他","坪林區北宜路8段558號","08:00:00","16:00:00","08:00:00","16:00:00","08:00:00","16:00:00","08:00:00","16:00:00","08:00:00","16:00:00","08:00:00","16:00:00","","","2021-12-20 19:56:56","","2028-06-30","2026-06-18"
"9848","AnytimeFitness板橋店","22511152","","","220","板橋區","新北市板橋區雙十路二段235號1樓","學校、大型集會場所","AnytimeFitness板橋店2F","09:00:00","22:00:00","09:00:00","22:00:00","09:00:00","22:00:00","09:00:00","22:00:00","09:00:00","22:00:00","09:00:00","22:00:00","09:00:00","22:00:00","2021-12-20 19:57:35","","2028-06-30","2026-07-30"
"58009","板橋文化路郵局","22582997","","","220","板橋區","新北市板橋區文化路一段395號1樓","其他","1樓郵務營業廳","00:08:30","00:19:30","00:08:30","00:19:30","00:08:30","00:19:30","00:08:30","00:19:30","00:08:30","00:19:30","00:09:00","00:12:00","","","2021-12-20 19:58:52","2022-09-26","2029-10-01","2027-06-30"
"3313","臺灣新北地方法院板橋院區","22616714","","","220","板橋區","新北市板橋區民生路1段30巷1號","學校、大型集會場所","前棟一樓","08:30:00","17:30:00","08:30:00","17:30:00","08:30:00","17:30:00","08:30:00","17:30:00","08:30:00","17:30:00","","","","","2021-12-20 19:56:25","","2025-08-10","2025-08-10"
"7876","新北市政府警察局板橋分局沙崙派出所","26812741","","","220","板橋區","新北市板橋區溪北路111號","其他","值班台旁","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","2021-12-20 19:57:04","2014-06-23","2025-06-21","2025-06-21"
"5423","新北市立溪崑國民中學","26869727","","","220","板橋區","新北市板橋區大觀路三段50巷30號","學校、大型集會場所","健康中心","08:00:00","16:00:00","08:00:00","16:00:00","08:00:00","16:00:00","08:00:00","16:00:00","08:00:00","16:00:00","00:00:00","00:00:00","00:00:00","","2023-12-07 16:08:01","2024-03-08","",""
"7707","新板藝廊","29509750","","","220","板橋區","新北市板橋區漢生東路166號3樓","大型休閒場所","新板藝廊3樓","10:00:00","18:00:00","10:00:00","18:00:00","10:00:00","18:00:00","10:00:00","18:00:00","10:00:00","18:00:00","10:00:00","18:00:00","10:00:00","18:00:00","2021-12-20 19:57:34","2015-11-23","2025-06-21","2026-04-16"
"5737","新北市板橋區重慶國民小學","29565592","","","220","板橋區","新北市板橋區廣和街31號","學校、大型集會場所","重慶國小1樓川堂","08:00:00","16:00:00","08:00:00","16:00:00","08:00:00","16:00:00","08:00:00","16:00:00","08:00:00","16:00:00","","","","","2021-12-20 19:57:04","2014-07-31","2027-03-31","2025-04-01"
"10396","新北市板橋區大觀國民小學","29603373","","","220","板橋區","新北市板橋區大觀路一段30號","學校、大型集會場所","健康中心門口","","","","","","","","","","","","","","","2023-07-25 12:03:42","2024-04-19","",""
"10365","新北市板橋地政事務所","29611126","","","220","板橋區","新北市板橋區實踐路1號","其他","一樓大門入口右側","08:00:00","17:30:00","08:00:00","17:30:00","08:00:00","17:30:00","08:00:00","17:30:00","08:00:00","17:30:00","","","","","2021-12-20 19:58:02","2017-08-02","2029-10-31","2026-08-31"
"3160","新北市文化局林本源園邸","29653062","","","220","板橋區","新北市板橋區新北市板橋區西門街9號","觀光旅遊地區","定靜堂","09:00:00","17:00:00","09:00:00","17:00:00","09:00:00","17:00:00","09:00:00","17:00:00","09:00:00","17:00:00","09:00:00","17:00:00","09:00:00","17:00:00","2021-12-20 19:56:44","2014-01-15","2025-11-30","2024-02-28"
"9219","新北市板橋戶政事務所","29655656","","","220","板橋區","新北市板橋區中正路6號","其他","服務臺旁","08:00:00","17:30:00","08:00:00","17:30:00","08:00:00","17:30:00","08:00:00","17:30:00","08:00:00","17:30:00","09:00:00","12:00:00","","","2021-12-20 19:56:53","2014-09-22","2028-12-01","2025-11-30"
"579","國立臺灣藝術大學","29674948","","","220","板橋區","新北市板橋區大觀路一段59號","學校、大型集會場所","學生第一女宿舍","12:00:00","12:00:00","12:00:00","12:00:00","12:00:00","12:00:00","12:00:00","12:00:00","12:00:00","12:00:00","12:00:00","12:00:00","12:00:00","12:00:00","2021-12-20 19:57:28","2014-12-23","2020-04-27","2018-06-30"
"10414","江翠國小地下停車場","77177177","","","220","板橋區","新北市板橋區文化路二段413號B1","其他","停車場B1管理室旁","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","2021-12-20 19:58:00","2017-10-06","2028-12-01","2025-12-01"
"1278","亞東科技大學","77388000","","","220","板橋區","新北市板橋區四川路二段58號","學校、大型集會場所","亞東科技大學有庠大樓圖書館2樓","00:00:00","23:00:00","00:00:00","23:00:00","00:00:00","23:00:00","00:00:00","23:00:00","00:00:00","23:00:00","00:00:00","23:00:00","00:00:00","23:00:00","2023-04-11 09:13:09","2023-03-31","2025-11-30","2025-11-30"
"22482","新北市果菜運銷股份有限公司板橋果菜批發市場","89651000","","","220","板橋區","新北市板橋區板城路1000號","其他","出口斜坡下","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","2021-12-20 19:58:29","2017-04-06","",""
"22482","新北市果菜運銷股份有限公司板橋果菜批發市場","89651000","","","220","板橋區","新北市板橋區板城路1000號","其他","ATM門口旁","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","2021-12-20 19:58:29","2017-04-06","2028-09-30","2025-12-31"
"5065","新北市板橋區信義國民小學","89667817","","","220","板橋區","新北市板橋區四川路二段 245 巷 60 號","學校、大型集會場所","行政大樓學務處外走廊","06:00:00","22:00:00","06:00:00","22:00:00","06:00:00","22:00:00","06:00:00","22:00:00","06:00:00","22:00:00","07:00:00","15:00:00","07:00:00","15:00:00","2023-08-24 16:19:58","2023-09-01","",""
"3316","環球購物中心板橋店","89699888","","","220","板橋區","新北市板橋區縣民大道二段7號2樓","大型購物場所","環球購物中心板橋店2樓服務台旁","11:00:00","22:00:00","11:00:00","22:00:00","11:00:00","22:00:00","11:00:00","22:00:00","11:00:00","22:00:00","11:00:00","22:00:00","11:00:00","22:00:00","2021-12-20 19:56:47","2012-08-31","2018-04-29","2018-06-01"
"3317","環球健身中心","89699956","","","220","板橋區","新北市板橋區縣民大道二段7號24樓","學校、大型集會場所","環球健身中心24樓","07:00:00","23:00:00","07:00:00","23:00:00","07:00:00","23:00:00","07:00:00","23:00:00","07:00:00","23:00:00","08:00:00","21:00:00","08:00:00","21:00:00","2021-12-20 19:56:18","2012-08-31","2028-12-31","2025-11-30"
"3304","新北市政府警察局海山分局埔墘派出所"," 02-2961-6814","","","220","板橋區","新北市板橋區中山路2段286號","其他","派出所1樓(值班台正後方)","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","2021-12-20 19:57:01","2014-04-17","",""
"3298","新北市政府警察局海山分局江翠派出所"," 02-2964-0329","","","220","板橋區","新北市板橋區吳鳳路50巷36號","其他","派出所1樓(值班台旁)","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","2021-12-20 19:57:01","2014-04-27","2025-11-05","2025-11-05"
"3308","新北市政府警察局交通警察大隊海山分隊"," 02-2964-0329","","","220","板橋區","新北市板橋區民族路57號後棟1-3樓","其他","交通分隊1樓車處辦公室","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","2021-12-20 19:57:01","2014-04-17","2025-02-01","2024-11-25"
"3312","新北市政府警察局海山分局新海派出所"," 02-2964-0329","","","220","板橋區","新北市板橋區英士路151號","其他","派出所1樓(受理民眾報案區)","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","2021-12-20 19:57:01","2014-04-17","2028-09-01","2025-12-01"
"6921","新北市立江翠國民中學","(02)22518007轉268","268","","220","板橋區","新北市板橋區松江街63號","學校、大型集會場所","江翠國中","08:00:00","17:00:00","08:00:00","17:00:00","08:00:00","17:00:00","08:00:00","17:00:00","08:00:00","17:00:00","08:00:00","17:00:00","08:00:00","17:00:00","2023-12-07 16:07:58","2024-02-17","2024-09-01","2024-06-09"
"509","新北市立圖書館江子翠分館","(02)2253-4412#11","11","","220","板橋區","新北市板橋區莊敬路62號","大型休閒場所","2樓入口右側","08:30:00","17:00:00","08:30:00","21:00:00","08:30:00","21:00:00","08:30:00","21:00:00","08:30:00","21:00:00","08:30:00","21:00:00","08:30:00","17:00:00","2024-04-03 10:23:32","2025-01-02","2025-12-31","2026-10-31"
"4899","新北市藝文中心","(02)2253-4417#122","122","","220","板橋區","新北市板橋區莊敬路62號","大型休閒場所","藝文中心B1第三展覽室門口","09:00:00","17:00:00","09:00:00","17:00:00","09:00:00","17:00:00","09:00:00","17:00:00","09:00:00","17:00:00","09:00:00","17:00:00","09:00:00","17:00:00","2021-12-20 19:57:04","2014-06-23","",""
"7358","新北市板橋區新埔國民小學","(02)22571830","","","220","板橋區","新北市板橋區陽明街206號","學校、大型集會場所","新北市新埔國小警衛室","06:00:00","22:00:00","06:00:00","22:00:00","06:00:00","22:00:00","06:00:00","22:00:00","06:00:00","22:00:00","08:00:00","16:00:00","08:00:00","16:00:00","2024-03-14 13:50:42","2024-04-12","2025-07-27","2025-07-31"
"45565","致理科技大學","(02)22576167-1211","1211","","220","板橋區","新北市板橋區文化路一段313號","學校、大型集會場所","人文大樓近左側1樓處","05:30:00","22:00:00","05:30:00","22:00:00","05:30:00","22:00:00","05:30:00","22:00:00","05:30:00","22:00:00","05:30:00","21:00:00","05:30:00","21:00:00","2021-12-20 19:59:09","2021-09-30","2025-04-06","2025-04-30"
"43686","智慧財產及商業法院","(02)2272-6696#150","150","","220","板橋區","新北市板橋區縣民大道2段7號3樓","學校、大型集會場所","西側3樓第4、5法庭區，北2A門口進入上電梯至三","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","2021-12-20 19:56:32","2013-11-01","2025-07-27","2025-07-31"
"43686","智慧財產及商業法院","(02)2272-6696#150","150","","220","板橋區","新北市板橋區縣民大道2段7號3樓","學校、大型集會場所","東側三樓訴訟輔導科，北1A門口進入上電梯至三樓","08:30:00","17:30:00","08:30:00","17:30:00","08:30:00","17:30:00","08:30:00","17:30:00","08:30:00","17:30:00","","","","","2021-12-20 19:56:33","2018-08-01","2025-04-06","2025-04-06"
"7869","新北市政府警察局板橋分局大觀派出所","(02)22752477","","","220","板橋區","新北市板橋區大觀路2段127號","其他","一樓值班台旁","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","2021-12-20 19:57:04","2014-06-23","2025-05-17","2025-05-17"
"43351","新北市板橋區中山國民小學","(02)22755313#200","200","","220","板橋區","新北市板橋區大觀路二段59巷31號","學校、大型集會場所","行健樓一樓","07:00:00","18:00:00","07:00:00","18:00:00","07:00:00","18:00:00","07:00:00","18:00:00","07:00:00","18:00:00","07:00:00","18:00:00","07:00:00","18:00:00","2021-12-20 19:58:32","2019-12-31","2025-05-17","2025-05-17"
"43351","新北市板橋區中山國民小學","(02)22755313#200","200","","220","板橋區","新北市板橋區大觀路二段59巷31號","學校、大型集會場所","警衛室後方左側柱子","07:00:00","18:00:00","07:00:00","18:00:00","07:00:00","18:00:00","07:00:00","18:00:00","07:00:00","18:00:00","07:00:00","18:00:00","07:00:00","18:00:00","2024-06-24 11:48:23","2024-07-05","2025-05-17","2025-05-17"
"7862","新北市政府警察局交通警察大隊板橋分隊","(02)2951-3588","","","220","板橋區","新北市板橋區區運路一號","其他","值班台旁","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","2021-12-20 19:57:04","2014-06-23","2025-05-17","2025-05-17"
"12064","新北市立圖書館總館","(02)2953-7868#8112","8112","","220","板橋區","新北市板橋區貴興路139號1樓","大型休閒場所","5樓服務櫃台","08:30:00","17:00:00","08:30:00","21:00:00","08:30:00","21:00:00","08:30:00","21:00:00","08:30:00","21:00:00","08:30:00","21:00:00","08:30:00","17:00:00","2024-06-27 15:17:21","2024-12-25","2024-06-25","2024-06-25"
"7410","新北市立光復高級中學","(02)29582366","","","220","板橋區","新北市板橋區光環路一段7號","學校、大型集會場所","光復高中校門口警衛室內","08:00:00","18:00:00","08:00:00","18:00:00","08:00:00","18:00:00","08:00:00","18:00:00","08:00:00","18:00:00","08:00:00","17:00:00","08:00:00","17:00:00","2024-04-17 12:06:46","2024-04-01","2025-04-06","2025-04-06"
"7410","新北市立光復高級中學","(02)29582366","","","220","板橋區","新北市板橋區光環路一段7號","學校、大型集會場所","新北市立光復高級中學-化育樓一樓健康中心走廊","08:00:00","17:00:00","08:00:00","17:00:00","08:00:00","17:00:00","08:00:00","17:00:00","08:00:00","17:00:00","08:00:00","17:00:00","08:00:00","17:00:00","2024-04-17 15:14:54","2024-04-01","2024-08-06","2024-08-06"
"7878","新北市政府警察局板橋分局信義派出所","(02)2959-2317","","","220","板橋區","新北市板橋區廣權路28號","其他","駐地內民眾協調服務區","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","2021-12-20 19:57:04","2014-06-23","2018-03-20","2018-03-20"
"54846","天主教光仁學校財團法人新北市光仁高級中學","(02)2961-5161","","","220","板橋區","新北市板橋區中山路二段255巷18號","學校、大型集會場所","健康中心走廊","07:00:00","21:00:00","07:00:00","21:00:00","07:00:00","21:00:00","07:00:00","21:00:00","07:00:00","21:00:00","","","","","2021-12-20 19:57:05","2015-04-22","2018-04-17","2018-04-17"
"3066","新北市政府警察局板橋分局後埔派出所","(02)29615964","","","220","板橋區","新北市板橋區成都街22號","其他","一樓","","","","","","","","","","","","","","","2021-12-20 19:57:01","2014-03-20","2018-03-20","2018-03-20"
"56646","合作金庫商業銀行-板橋分行","(02)29660971","","","220","板橋區","新北市板橋區中正路330號","其他","1樓大廳","09:00:00","15:30:00","09:00:00","15:30:00","09:00:00","15:30:00","09:00:00","15:30:00","09:00:00","15:30:00","","","","","2021-12-20 19:58:36","2020-02-06","2024-08-13","2024-08-13"
"9652","新北市板橋區黃石公有零售市場","(02)2966-3624","","","220","板橋區","新北市板橋區宮口街37號","其他","市場公告欄旁","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","2021-12-20 19:57:59","2024-05-14","2028-07-31","2027-01-31"
"9654","新北市板橋區湳興公有零售市場","(02)2966-3624","","","220","板橋區","新北市板橋區中興路63號","其他","市場1樓樓梯旁","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","2021-12-20 19:57:59","2024-05-14","2024-09-29","2025-03-31"
"7711","府中15場館","(02)29683600","","","220","板橋區","新北市板橋區府中路15號","大型休閒場所","館舍4樓電梯口","09:30:00","17:00:00","09:30:00","17:00:00","09:30:00","17:00:00","09:30:00","17:00:00","09:30:00","17:00:00","09:30:00","17:00:00","09:30:00","17:00:00","2021-12-20 19:57:35","2015-11-23","2025-04-30","2029-07-06"
"43157","國立華僑高級中等學校","(02)2968-4131#451","451","","220","板橋區","新北市板橋區大觀路一段32號","學校、大型集會場所","學校排球館門口","08:00:00","17:00:00","08:00:00","17:00:00","08:00:00","17:00:00","08:00:00","17:00:00","08:00:00","17:00:00","08:00:00","17:00:00","08:00:00","17:00:00","2021-12-20 19:58:01","2017-04-19","2025-11-05","2027-07-09"
"11566","新北市板橋區公所","(02)2968-6911分機546","546","","220","板橋區","新北市板橋區府中路30號","其他","1樓正門進入右側警衛桌旁","08:00:00","18:00:00","08:00:00","18:00:00","08:00:00","18:00:00","08:00:00","18:00:00","08:00:00","18:00:00","","","","","2021-12-20 19:58:08","2015-06-13","",""
"11578","新北市板橋區調解委員會","(02)2968-9901分機302","302","","220","板橋區","新北市板橋區文化路一段18號3樓","其他","入口處左側","08:30:00","17:30:00","08:30:00","17:30:00","08:30:00","20:00:00","08:30:00","17:30:00","08:30:00","17:30:00","","","","","2021-12-20 19:58:17","2018-08-30","2028-04-30","2025-09-17"
"2858","板橋435藝文特區","(02)29690366","","","220","板橋區","新北市板橋區中正路435號","觀光旅遊地區","服務臺","09:00:00","17:00:00","09:00:00","17:00:00","09:00:00","17:00:00","09:00:00","17:00:00","09:00:00","17:00:00","09:00:00","18:00:00","09:00:00","18:00:00","2021-12-20 19:56:18","2013-06-03","",""
"9353","新北市立聯合醫院板橋院區","(02)29829111","","","220","板橋區","新北市板橋區英士路198號","其他","9樓陽光學堂","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","2021-12-20 19:57:12","","",""
"2884","板橋國中地下停車場","(02)-2984-9023","","","220","板橋區","新北市板橋區中正路437號.B1","學校、大型集會場所","停車場管理室","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","2021-12-20 19:56:26","","2028-07-31","2025-09-30"
"11787","新北市溪南計程車服務中心","(02)8251-2052","","","220","板橋區","新北市板橋區萬板路466號之1","其他","大門口旁","08:00:00","17:00:00","08:00:00","17:00:00","08:00:00","17:00:00","08:00:00","17:00:00","08:00:00","17:00:00","","","","","2024-04-17 07:51:57","2024-08-27","2025-07-29","2025-07-29"
"2901","新北市政府殯葬管理處板橋殯儀館","(02)86765555","","","220","板橋區","新北市板橋區中正路560號","學校、大型集會場所","殯儀館","08:00:00","17:00:00","08:00:00","17:00:00","08:00:00","17:00:00","08:00:00","17:00:00","08:00:00","17:00:00","08:00:00","16:00:00","","","2021-12-20 19:56:19","","2024-05-26","2024-08-26"
"11284","新北市私立光華高級商業職業進修學校","(02)89522255","","","220","板橋區","新北市板橋區南雅南路二段1號","學校、大型集會場所","圖書室","08:00:00","22:00:00","08:00:00","22:00:00","08:00:00","22:00:00","08:00:00","22:00:00","08:00:00","22:00:00","","","","","2021-12-20 19:58:22","2013-08-27","2025-02-21","2025-06-21"
"8245","新北市政府環境保護局板橋區清潔隊","(02)8966-2304","","","220","板橋區","新北市板橋區華東街1-7號","其他","會議室飲水機旁","06:00:00","22:00:00","06:00:00","22:00:00","06:00:00","22:00:00","06:00:00","22:00:00","06:00:00","22:00:00","06:00:00","22:00:00","06:00:00","22:00:00","2021-12-20 19:56:25","2016-05-03","2025-06-21","2025-06-21"
"1102","國營臺灣鐵路股份有限公司北區營運處臺北運務段板橋站","(02)8969-1005","","","220","板橋區","新北市板橋區縣民大道2段7號1樓","交通要衝","B1臺鐵東剪票口","05:00:00","23:55:00","05:00:00","23:55:00","05:00:00","23:55:00","05:00:00","23:55:00","05:00:00","23:55:00","05:00:00","23:55:00","05:00:00","23:55:00","2024-08-01 18:00:49","2024-12-18","2018-04-17","2018-04-17"
"1102","國營臺灣鐵路股份有限公司北區營運處臺北運務段板橋站","(02)8969-1005","","","220","板橋區","新北市板橋區縣民大道2段7號1樓","交通要衝","B2第2月台5車位置","05:00:00","23:55:00","05:00:00","23:55:00","05:00:00","23:55:00","05:00:00","23:55:00","05:00:00","23:55:00","05:00:00","23:55:00","05:00:00","23:55:00","2024-08-01 18:00:50","2024-12-18","","2018-04-17"
"43976","好時光江翠樂園","02 2256 0794","","","220","板橋區","新北市板橋區雙十路三段9號","學校、大型集會場所","櫃台內","10:30:00","22:00:00","10:30:00","22:00:00","10:30:00","22:00:00","10:30:00","22:00:00","10:30:00","22:00:00","10:00:00","15:00:00","09:00:00","15:00:00","2021-12-20 19:58:47","","2018-04-17","2018-04-17"
"58343","板橋區清潔隊保養班","02 2683 1221","","","220","板橋區","新北市板橋區溪城路90-2號(城林橋下)","其他","辦公室對斜對面","","","","","","","","","","","","","","","2023-11-03 09:47:16","2022-01-21","2025-06-21","2025-06-21"
"58349","板橋區清潔隊北區組","02 2952 3218","","","220","板橋區","新北市板橋區民生路二段36號-1","其他","正門建物左側","","","","","","","","","","","","","","","2023-11-03 09:46:42","2022-01-24","2018-04-17","2018-04-17"
"58341","板橋區清潔隊巡查組","02 2953 6982","","","220","板橋區","新北市板橋區民生路二段56號之5","其他","門口左側","","","","","","","","","","","","","","","2023-11-03 09:48:08","2022-01-24","2018-04-17","2018-04-17"
"1164","遠東百貨股份有限公司板橋新站分公司(板橋大遠百)","02 77054168分機8206","8206","","220","板橋區","新北市板橋區新站路28號","大型購物場所","板橋大遠百1樓服務台旁","11:00:00","22:00:00","11:00:00","22:00:00","11:00:00","22:00:00","11:00:00","22:00:00","11:00:00","22:00:00","11:00:00","22:00:00","11:00:00","22:00:00","2021-12-20 19:58:34","2024-01-01","2025-06-21","2025-06-21"
"1164","遠東百貨股份有限公司板橋新站分公司(板橋大遠百)","02 77054168分機8206","8206","","220","板橋區","新北市板橋區新站路28號","大型購物場所","板橋大遠百B3停車場管理室內","11:00:00","22:00:00","11:00:00","22:00:00","11:00:00","22:00:00","11:00:00","22:00:00","11:00:00","22:00:00","11:00:00","22:00:00","11:00:00","22:00:00","2021-12-20 19:58:35","2024-01-01","",""
"1164","遠東百貨股份有限公司板橋新站分公司(板橋大遠百)","02 77054168分機8884","8884","","220","板橋區","新北市板橋區新站路28號","大型購物場所","板橋大遠百7樓贈品中心","11:00:00","22:00:00","11:00:00","22:00:00","11:00:00","22:00:00","11:00:00","22:00:00","11:00:00","22:00:00","11:00:00","22:00:00","11:00:00","22:00:00","2021-12-20 19:58:34","2024-01-01","2025-06-21","2025-06-21"
"58348","板橋區清潔隊隊本部","02 8953 4369","","","220","板橋區","新北市板橋區實踐路3號1樓","其他","辦公室門口","","","","","","","","","","","","","","","2021-12-20 19:58:43","2022-12-29","",""
"58347","板橋區清潔隊廚餘三班","02 8967 0095","","","220","板橋區","新北市板橋區華東街1-11號","其他","辦公室門側","","","","","","","","","","","","","","","2023-11-03 09:50:57","2022-01-24","2018-04-17","2025-06-21"
"58350","板橋區清潔隊南區組","02 8967 3063","","","220","板橋區","新北市板橋區華東街1-8號","其他","辦公室門口側","","","","","","","","","","","","","","","2023-11-03 09:50:47","2022-01-24","2025-06-21","2025-06-21"
"58346","板橋區清潔隊廚餘一二班","02 89670095","","","220","板橋區","新北市板橋區華東街1-7號","其他","辦公室門口側","","","","","","","","","","","","","","","2021-12-20 19:58:42","2022-01-24","",""
"10998","臺北捷運板橋站BL07","02-21812345","","","220","板橋區","新北市板橋區站前路5號","交通要衝","B1通道層靠近桌球區","06:00:00","23:59:00","06:00:00","23:59:00","06:00:00","23:59:00","06:00:00","23:59:00","06:00:00","23:59:00","06:00:00","23:59:00","06:00:00","23:59:00","2021-12-20 19:57:23","2022-08-13","2025-05-17","2025-05-17"
"33014","捷運環狀線板橋站Y16","02-22181833#7142","7142","","220","板橋區","新北市板橋區新站路66號","交通要衝","捷運環狀線板橋站詢問處旁","06:00:00","00:00:00","06:00:00","00:00:00","06:00:00","00:00:00","06:00:00","00:00:00","06:00:00","00:00:00","06:00:00","00:00:00","06:00:00","00:00:00","2021-12-20 19:58:36","2019-10-17","2025-06-21","2025-06-21"
"33015","捷運環狀線板新站Y15","02-22181833#7142","7142","","220","板橋區","新北市板橋區板新路109號","交通要衝","捷運環狀線板新站詢問處旁","06:00:00","00:00:00","06:00:00","00:00:00","06:00:00","00:00:00","06:00:00","00:00:00","06:00:00","00:00:00","06:00:00","00:00:00","06:00:00","00:00:00","2021-12-20 19:58:36","2019-10-17","2025-06-21","2025-06-21"
"33013","捷運環狀線新埔民生站Y17","02-22181833#7142","7142","","220","板橋區","新北市板橋區民生路3段70號","交通要衝","捷運環狀線新埔民生站詢問處旁","06:00:00","00:00:00","06:00:00","00:00:00","06:00:00","00:00:00","06:00:00","00:00:00","06:00:00","00:00:00","06:00:00","00:00:00","06:00:00","00:00:00","2021-12-20 19:58:36","2019-10-17","2025-06-21","2025-06-21"
"56538","展揚營造有限公司江翠工務所","02-22500599","","","220","板橋區","新北市板橋區華江八路(停車場對面工地)","其他","工務所1樓辦公室","08:00:00","17:00:00","08:00:00","17:00:00","08:00:00","17:00:00","08:00:00","17:00:00","08:00:00","17:00:00","08:00:00","17:00:00","08:00:00","17:00:00","2022-06-20 10:29:36","2022-06-15","2018-04-17","2018-04-17"
"5480","新北市板橋區莒光國民小學","02-22517272轉119或140","","","220","板橋區","新北市板橋區莒光路163號","學校、大型集會場所","莒光國小學務處外廣播室門口","07:30:00","16:30:00","07:30:00","16:30:00","07:30:00","16:30:00","07:30:00","16:30:00","07:30:00","16:30:00","","","","","2024-06-18 17:33:57","2024-07-02","2025-06-21","2025-06-21"
