場所名稱,場所地址,區域代碼,緯度,經度,場所分類,場所類型,AED放置地點
松山文創園區,光復南路133號,63000020,25.044363,121.559901,觀光旅遊地區,文化園區,北二門
臺北表演藝術中心,劍潭路1號,63000110,25.0846148,121.5241572,大型休閒場所,演藝廳,7樓後場
臺北表演藝術中心,劍潭路1號,63000110,25.0846148,121.5241572,大型休閒場所,演藝廳,本館4樓藍盒子劇場
臺北表演藝術中心,劍潭路1號,63000110,25.0846148,121.5241572,大型休閒場所,演藝廳,2樓大廳
臺北市立信義幼兒園,基隆路一段364巷24號,63000020,25.0349859,121.559024,其他,其他場所,台北市信義區基隆路一段364巷24號
台北世貿中心展覽大樓,信義路5段5號,63000020,25.03317,121.562245,其他,其他場所,世貿中心展覽大樓南大門哺乳室旁
台北世貿中心展覽大樓,信義路5段5號,63000020,25.03317,121.562245,其他,其他場所,世貿中心展覽大樓西大門郵局旁
台北世貿中心展覽大樓,信義路5段5號,63000020,25.03317,121.562245,其他,其他場所,世貿中心展覽大樓二樓貴賓室旁
台北世貿中心展覽大樓,信義路5段5號,63000020,25.03317,121.562245,其他,其他場所,展覽大樓5樓D區21室前
外貿協會台北國際會議中心,信義路5段1號,63000020,25.03369,121.561022,大型休閒場所,演藝廳,1樓大廳服務台
台北世界貿易中心國際貿易大樓,基隆路1段333號,63000020,25.034417,121.560814,其他,其他場所,一樓大廳服務台
臺北農產運銷股份有限公司,民族東路336號,63000040,25.067471,121.537218,其他,其他場所,中控室旁
臺北農產運銷股份有限公司(第一果菜批發市場),萬大路533號,63000070,25.016648,121.496902,其他,其他場所,前大門一樓業管組辦公室
Curves女性專用30分鐘健身中心捷運中山店,承德路一段77-1號2樓,63000060,25.052264,121.517719,學校、大型集會場所,健身房,店內
香港商世界健身事業有限公司西門分公司,西寧南路36號B1,63000070,25.045226,121.506498,學校、大型集會場所,健身房,會員休息區
香港商世界健身事業有限公司台北分公司,忠孝西路1段50號地下二樓,63000050,25.04630432,121.515823,學校、大型集會場所,健身房,忠孝西路店客服櫃台前方
信義房屋股份有限公司,信義路五段100號1樓,63000020,25.032515,121.565783,其他,其他場所,1樓
大潤發流通事業股份有限公司南湖分公司,舊宗路1段188號,63000100,25.062902,121.575896,大型購物場所,賣場,賣場的入口直走進來的正前方
香港商世界健身事業有限公司內湖分公司,康寧路3段72號6樓,63000100,25.070238,121.611276,學校、大型集會場所,健身房,內湖店6樓心肺區
潤泰創新國際股份有限公司中崙分公司,八德路二段306號地下三樓,63000040,25.046873,121.542555,大型購物場所,商場,B2賣場出口
洛碁大飯店南港館,忠孝東路七段528號,63000090,25.0523268,121.6115069,旅宿場所,旅館,本館大廳座位區
洛碁大飯店南京館,南京東路三段8號,63000040,25.0517484,121.5373432,旅宿場所,旅館,本館大廳座位區
京庚健康世界股份有限公司民生分公司,民生東路3段156號地下1樓,63000010,25.057461,121.547572,學校、大型集會場所,健身房,地下1樓入口左側
教育部,中山南路5號,63000050,25.04275,121.519083,其他,其他場所,大廳右側
台北花園大酒店股份有限公司,中華路二段1號,63000050,25.03645563,121.5068646,旅宿場所,飯店,本館大廳
臺北市政府環境保護局山豬窟游泳池館,舊莊街一段290巷32號,63000090,25.032825,121.624634,學校、大型集會場所,健身房,一樓大廳
臺北市至善老人安養護中心,仰德大道二段二巷50號,63000110,25.101951,121.543237,其他,其他場所,中心大廳
博嘉運動公園,木柵路4段159巷16號,63000080,25.000284,121.575257,學校、大型集會場所,健身中心,B1泳池櫃檯
TutorABC  麥奇數位股份有限公司,和平西路一段3號2樓,63000050,25.0271784,121.5219939,其他,其他場所,2樓辦公室內
臺北市士林區士東國民小學,中山北路六段392號,63000110,25.112934,121.526814,其他,其他場所,士東國小健康中心
Curves女性專用30分鐘健身中心台大公館店,羅斯福路4段64號4樓,63000050,25.014576,121.53419,學校、大型集會場所,健身房,櫃檯後方
臺北南港展覽館1館,經貿二路1號,63000090,25.056902,121.618175,其他,其他場所,1樓大廳
臺北南港展覽館1館,經貿二路1號,63000090,25.056902,121.618175,其他,其他場所,4樓服務台
大潤發流通事業股份有限公司南湖分公司,舊宗路1段188號,63000100,25.062902,121.575896,大型購物場所,賣場,3F未購物出口(食品入口)對面柱子上
西門就業服務站,峨嵋街81號,63000070,25.044067,121.505259,其他,其他場所,西門就業服務站
統一大樓管理委員會,東興路8號,63000010,25.050314,121.565037,其他,其他場所,10樓梯廳
台北海洋科技大學,延平北路9段212號,63000110,25.108098,121.471255,學校、大型集會場所,大專院校,台北海洋技術學院士林校區樂群樓101教室旁
國立政治大學附設實驗國民小學,指南路三段12號,63000080,24.984837,121.57996,其他,其他場所,健康中心
慈濟內湖聯絡處環保站,成功路5段168號,63000100,25.083426,121.605294,其他,其他場所,環保站
慈濟內湖聯絡處人文館,成功路5段168號,63000100,25.083426,121.605294,其他,其他場所,人文館入口左側
悅庭牙醫診所,中山北路五段472號6樓,63000110,25.09243604,121.5281604,其他,其他場所,櫃台右側後方牆上
臺北市立大學博愛校區,愛國西路1號,63000050,25.037044,121.51333,學校、大型集會場所,大專院校,勤樸樓一樓健康促進中心門外
Curves女性專用30分鐘健身中心萬華青年公園店,青年路30巷2-3號1樓,63000070,25.025995,121.504789,學校、大型集會場所,健身房,環狀運動圈內
臺北市議會,仁愛路4段507號,63000020,25.038463,121.562251,學校、大型集會場所,議會,1樓大廳右側警衛台旁
最高法院第二辦公室寶慶院區,長沙街一段27號,63000050,25.040388,121.509748,學校、大型集會場所,法院,最高法院第二辦公室寶慶院區
國立臺灣科學教育館,士商路189號,63000110,25.095757,121.516602,大型休閒場所,博物館,本館1樓服務台旁
凱羅斯健康有限公司（練健康),南京東路三段29號B1,63000040,25.052245,121.537984,學校、大型集會場所,健身房,台北市中山區南京東路三段29號B1
國家文官學院,忠孝東路7段576號,63000090,25.052806,121.612808,其他,其他場所,教學大樓1樓服務中心前
臺北市私立復興實驗高級中學,敦化南路一段262號,63000030,25.039435,121.548432,學校、大型集會場所,高中職,學校慎思樓四樓電梯口
吸引力生活事業股份有限公司 ATT 4 FUN,松壽路12號,63000020,25.035666,121.566075,大型購物場所,百貨業,ATT 4 FUN B2F
幼華學校財團法人臺北市幼華高級中等學校,北投路二段55號,63000120,25.133393,121.49689,學校、大型集會場所,高中職,教學大樓保健室內
國立臺灣藝術教育館,南海路43號,63000050,25.032293,121.512074,大型休閒場所,美術館,南海書院1樓警衛室旁
臺灣土地銀行和平分行,和平東路三段15號,63000030,25.02483356,121.547465,其他,其他場所,1樓營業廳
鼎鼎大飯店股份有限公司(香格里拉台北遠東國際大飯店),敦化南路二段201號,63000030,25.026612,121.549282,旅宿場所,飯店,1F 客務部辦公室
美麗華大直影城,敬業三路22號6樓,63000040,25.08324,121.557863,大型休閒場所,電影片映演場所(戲院、電影院),6樓客梯左方
管家婆科技股份有限公司(禮客時尚館公館店),思源街16號1F,63000050,25.0143914,121.5307463,大型購物場所,百貨業,特賣區正對面走道上
禮客Outlet內湖一館,民善街205號1F,63000100,25.064243,121.57476,大型購物場所,商場,禮客內湖一館西雅圖旁
三軍總醫院汀州院區,汀州路三段40號,63000050,25.016476,121.529829,其他,其他場所,綜合大樓1樓門診大廳
三軍總醫院汀州院區,汀州路三段40號,63000050,25.016476,121.529829,其他,其他場所,綜合大樓2樓大廳
三軍總醫院汀州院區,汀州路三段40號,63000050,25.016476,121.529829,其他,其他場所,介壽大樓1樓大廳
大同大學,中山北路3段40號,63000040,25.06684013,121.5222096,學校、大型集會場所,大專院校,德惠宿舍
財團法人台北市松山慈祐宮,八德路4段761號,63000010,25.051054,121.577742,其他,其他場所,服務台正前方
松山慈惠堂,福德街251巷33號,63000020,25.03652,121.587484,其他,其他場所,服務台外左側
台北美國學校,11152 中山北路六段 800號,63000110,25.1164004,121.5301123,學校、大型集會場所,高中職,LS Playground Entrance
台北美國學校,11152 中山北路六段 800號,63000110,25.1164004,121.5301123,學校、大型集會場所,高中職,US Entrance Foyer
彩色人生興業股份有限公司(三二行館),中山路32號,63000120,25.137778,121.510497,大型公眾浴場或溫泉區,大型公眾浴場,二樓迎賓櫃檯旁
彩色人生興業股份有限公司(三二行館),中山路32號,63000120,25.137778,121.510497,大型公眾浴場或溫泉區,大型公眾浴場,3F VIP室
台北偶戲館,市民大道五段99號2樓,63000010,25.047712,121.561213,大型休閒場所,博物館,2樓展場大門旁
臺北市立萬芳高級中學,興隆路3段115巷1號,63000080,25.000625,121.558914,學校、大型集會場所,高中職,警衛室
臺北市文山區戶政事務所（景美辦事處） ,興隆路二段160號3樓,63000080,25.001643,121.551576,其他,其他場所,3樓戶政事務所民眾等待區
臺北市南港區公所,南港路1段360號,63000090,25.054514,121.606781,其他,其他場所,2樓服務台旁
臺北市立麗山國民中學,內湖路一段629巷42號,63000100,25.081617,121.575688,其他,其他場所,健康中心
臺北市內湖區公所,民權東路六段99號,63000100,25.069231,121.589099,其他,其他場所,1樓駐警台旁
臺北市立松山高級中學,基隆路一段156號,63000020,25.043646,121.565588,學校、大型集會場所,高中職,本校穿堂
臺北市大同區戶政事務所,昌吉街57號三樓之1,63000060,25.06606,121.515119,其他,其他場所,大門入口明顯處
臺北市大同區公所,昌吉街57號4樓,63000060,25.066061,121.515106,其他,其他場所,為民服務區(西側入口)
臺北市大同運動中心,大龍街51號,63000060,25.064769,121.516146,學校、大型集會場所,健身中心,B2泳池館救護站
臺北市松山區戶政事務所,八德路4段692號4樓,63000010,25.049907,121.57726,其他,其他場所,4樓入口處進門右側服務檯內
臺北市南港運動中心,玉成街69號,63000090,25.048938,121.58184,學校、大型集會場所,健身中心,六樓羽球場
臺北市松山區公所,八德路4段692號7樓,63000010,25.049768,121.577126,其他,其他場所,7樓電梯口
臺北市寧夏商圈發展協會,位於民生西路至南京西路間。,63000060,25.062724,121.511306,其他,其他場所,台北市寧夏夜市協會
臺北市信義運動中心,松勤街100號,63000020,25.03180456,121.5667558,學校、大型集會場所,健身中心,本館四樓
臺北市大安區戶政事務所,新生南路二段86號一樓,63000030,25.02642,121.534511,其他,其他場所,一樓志工服務台旁
臺北市中正區戶政事務所,忠孝東路一段108號7樓,63000050,25.044253,121.524689,其他,其他場所,AED放置7樓大廳門口電梯旁
臺北市中正區公所,忠孝東路一段108號8樓,63000050,25.032193,121.518325,其他,其他場所,8樓洽公大廳
臺北市大安區公所,新生南路2段86號,63000030,25.02642,121.534511,其他,其他場所,區公所8樓大廳(電梯出口)
臺北市立大安高級工業職業學校,復興南路2段52號,63000030,25.032033,121.54336,學校、大型集會場所,高中職,大安高工健康中心
國立政治大學,指南路2段64號,63000080,24.986398,121.574983,學校、大型集會場所,大專院校,體育館大門入口處
臺北市文山區公所,木柵路3段220號8.9樓,63000080,24.98964,121.570083,其他,其他場所,行政中心8樓區公所大門口入口
臺北市文山運動中心,興隆路三段222號,63000080,24.997017,121.559673,學校、大型集會場所,健身中心,三樓游泳池
臺北市立中崙高級中學,八德路四段101號,63000010,25.049505,121.562213,學校、大型集會場所,高中職,1樓川堂
台北美國學校,11152 中山北路六段 800號,63000110,25.1164004,121.5301123,學校、大型集會場所,高中職,MS Outside Entrance
台北美國學校,11152 中山北路六段 800號,63000110,25.1164004,121.5301123,學校、大型集會場所,高中職,LS Gym Back Foyer
台北美國學校,11152 中山北路六段 800號,63000110,25.1164004,121.5301123,學校、大型集會場所,高中職,Tech Cube
台北美國學校,11152 中山北路六段 800號,63000110,25.1164004,121.5301123,學校、大型集會場所,高中職,Mobile Nurse’s AED
